SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,ArtistFamiliarity,ArtistHotttnesss,SongHotttnesss,EndOfFadeIn,Energy,Loudness,StartOfFadeOut
82,"b'SOQQVQJ12AB0185192'",495734,"b'Live Inferno'","b'ARYPWUK1187B98ACED'",64.55653,"b'Norway'",12.66538,"b'Emperor'",0.0,72.61995,9,0.0,89.867,4,0.476,"b'Opus a Satana (Part 2)'",0,0.7429631523413633,0.45339118607533013,nan,0.0,0.0,-11.051,68.365
83,"b'SODRHHD12AB0189F2A'",664484,"b'Vendredi 13 - 1981'","b'ARW63KF1187B98AC48'",46.71067,"b'FR'",1.71819,"b'Julien Clerc'",0.0,272.63955,2,0.633,119.896,5,0.921,"b'This Melody (Live)'",0,0.585479539749522,0.36438492446826576,nan,2.775,0.0,-9.97,272.64
84,"b'SOQGFVO12A8C13C8C3'",112851,"b'Unconditional Love'","b'AR8H87D1187FB3A841'",34.03142,"b'Delight AR'",-93.50243,"b'Glen Campbell'",0.0,142.75873,1,0.62,137.29,4,0.0,"b"I'm Gone This Time"",0,0.671596269848304,0.4810242392118726,nan,0.218,0.0,-11.335,135.546
85,"b'SORABMD12A8C136672'",200689,"b'The Very Best Of'","b'ARLWR721187B9A03C9'",35.82213,"b'Humboldt TN'",-88.91599,"b'T.G. Sheppard'",0.0,194.11546,5,1.0,82.343,1,0.387,"b'You Feel Good All Over'",2002,0.44932361520766173,0.34328188178708335,0.3827232807891977,0.089,0.0,-15.581,182.729
86,"b'SOTUBVH12AB018D2EC'",682725,"b'Country Lovers. Vol. 3'","b'ARF4V431187FB3AA41'",27.94653,"b'Tampa FL'",-82.45927,"b'Slim Whitman'",0.0,195.91791,3,0.883,91.487,4,0.0,"b'Indian Love Call'",1990,0.5164437797727629,0.38666909170602387,nan,0.165,0.0,-11.98,192.087
87,"b'SOMQAGT12A8C132DB4'",287804,"b'Affirmation'","b'ARBGWMW1187B9AEA3E'",,"b'CA'",,"b'Savage Garden'",0.0,118.33424,9,0.0,84.69,5,0.678,"b'You Can Still Be Free'",1999,0.7282097070640043,0.5380702951237828,nan,0.0,0.0,-11.215,118.334
88,"b'SOKLLOH12A67020F2C'",220917,"b'Lullabies To Paralyze'","b'AR6G4V01187B9AD086'",,"b''",,"b'Queens Of The Stone Age'",0.0,288.41751,2,0.08,115.606,4,0.0,"b'I Never Came'",2005,0.7986451787418826,0.5524133455169445,0.7251212835673101,0.113,0.0,-8.165,279.179
89,"b'SONRLQH12AB017C232'",629785,"b"It's War Again"","b'ARVQ4QM1187B98AD95'",33.52029,"b'Birmingham AL'",-86.8115,"b'Hank Penny & The Lincoln Penny Orchestra'",0.0,123.21914,7,0.278,126.523,1,0.0,"b'Dixie'",0,0.44585463135951076,0.3475988886835368,nan,1.001,0.0,-12.69,118.079
90,"b'SODDZAD12A6701DC4C'",11305,"b'The Singles'","b'AR9AM2N1187B9AD2F1'",53.4796,"b'Manchester England'",-2.24881,"b'Inspiral Carpets'",0.0,283.76771,2,0.823,113.677,4,1.0,"b'Commercial Reign'",1990,0.605109701914858,0.39854753538058046,0.6651722407621973,0.0,0.0,-8.7,271.83
91,"b'SORENXV12A6701F61F'",4967,"b'What You Thought You Heard'","b'AR9XEVF1187B99D017'",,"b''",,"b'Borialis'",0.0,239.3073,2,0.569,86.938,4,0.222,"b'Hourglass'",0,0.45404399500343795,0.4214151025424071,0.5546547674656118,0.182,0.0,-5.758,220.264
92,"b'SOYMMDY12AB01825B2'",325335,"b"Daddy Don't Disco"","b'ARCFOZ71187FB43A0D'",,"b''",,"b'The Dirty Skirts'",0.0,206.75873,0,0.613,141.936,4,0.634,"b'Wake'",0,0.5435161307179269,0.40418220665370436,0.30416950343527516,0.096,0.0,-4.907,193.115
93,"b'SOJWQIP12A6D4F710A'",82932,"b'15 Exitos Vol. 2 Flor Silvestre'","b'ARHFEBO11F50C4825A'",,"b''",,"b'Flor Silvestre'",0.0,134.81751,11,0.847,106.049,1,0.0,"b'Caricia Y Herida'",0,0.4205458495228202,0.3135693426838017,nan,0.0,0.0,-8.133,130.723
94,"b'SOOVOKS12AB017EE57'",401583,"b'Le top du p\xc3\xa8re N\xc3\xb6el'","b'AR107SB1187B9A79F9'",,"b'B\xc3\xa9zu comme Superdupont ne connait qu&#039;un pays : la France !'",,"b'B\xc3\xa9zu'",0.0,285.64853,8,0.508,126.88,4,0.0,"b'Le tortillard'",0,0.37385062304422495,0.1489854809922737,nan,0.397,0.0,-9.093,274.727
95,"b'SORWHWY12A6702038E'",8552,"b'Malpractice'","b'ARXWAQQ1187B9AE954'",,"b'Newark NJ'",,"b'Redman'",0.0,124.18567,1,0.074,85.008,5,1.0,"b'WKYA (drop)'",2001,0.7431297761478142,0.49356684269655965,0.5701059300583878,0.0,0.0,-10.296,121.005
96,"b'SOGYYLE12A8C13E5EA'",217058,"b'20 Suosikkia / Rilluttele y\xc3\xb6'","b'ARL6XZC1187FB3936E'",,"b''",,"b'Solistiyhtye Suomi'",0.0,134.08608,4,0.718,133.699,1,0.0,"b'Ter\xc3\xa4slintu'",0,0.13818761011851705,0.3178109598122704,nan,4.441,0.0,-12.839,130.38
97,"b'SOITUXQ12AB0183AE9'",489673,"b'The Fabulous Eddie Cantor'","b'ARSDSMG1187B98CB59'",40.71455,"b'New York NY'",-74.00712,"b'Eddie Cantor'",0.0,155.61098,11,0.599,118.975,1,0.003,"b"Now's The Time To Fall In Love"",0,0.4161410224693502,0.33109012633891616,nan,0.154,0.0,-13.71,150.75
98,"b'SOTWEZZ12A8C142B60'",475992,"b'Grim Prospects Remixes - Grim Prospects Will Never End'","b'AR3WMW01187B9921F7'",,"b''",,"b'Schizoid'",0.0,275.40853,9,0.376,102.408,4,0.395,"b'Grim Prospects (Gross Prospects - Bad Trip Remix)'",0,0.49555965151406806,0.34919221761645924,nan,0.0,0.0,-2.119,272.556
99,"b'SOUVRGZ12A58A77F90'",495041,"b'The Incredible Kai Winding Trombones'","b'AR3C3C01187B98E800'",56.153,"b'Aarhus Denmark'",10.20452,"b'Kai Winding'",0.0,223.4771,0,0.0,112.006,4,0.844,"b'Mangos'",1961,0.43053890741728074,0.3163540008222974,0.0,0.291,0.0,-14.438,220.026
100,"b'SOBLTSM12A6D4F9EEA'",225610,"b'Staying on the Watch'","b'ARDD9UN1187B98D3A7'",31.84666,"b'Sicily Island LA'",-91.657,"b'Sonny Simmons'",0.0,443.24526,1,0.0,45.527,4,0.0,"b'A Distant Voice'",0,0.42837541665132417,0.317833879200262,0.2707759989463275,0.23,0.0,-13.002,430.736
101,"b'SOUQVUD12A8C142DCE'",473710,"b'Openbare Weg'","b'ARJGNV61187B98F3B5'",,"b'Tallahassee FL'",,"b'Mira'",0.0,177.81506,4,0.695,85.621,4,0.612,"b'Openbare Weg'",2006,0.5451109508213838,0.34575124701970267,nan,0.554,0.0,-12.004,167.48
102,"b'SOCRPDR12AB0185B75'",710902,"b'Tip World Singles 2000'","b'ARSVI4L1187B996181'",,"b''",,"b'Citizen Kaned'",0.0,385.33179,8,0.822,108.061,4,1.0,"b'President Johnson'",2000,0.4833394215564992,0.27756173775343046,nan,3.048,0.0,-8.37,382.647
103,"b'SOXVBVL12AF72A600C'",341940,"b'Praise Him...Live!'","b'ARVJ0JK1187B98C9C0'",,"b''",,"b'The Brooklyn Tabernacle Choir'",0.0,324.44036,7,0.558,216.195,5,1.0,"b'Lead Me Lord'",1995,0.5592784942236473,0.4320119468576032,0.4051157216913865,0.0,0.0,-11.829,312.239
104,"b'SOIQHDR12AB01896C8'",766444,"b'Spontanous Combustion'","b'AR4PCIG1187B98D07D'",36.16778,"b'Nashville TN'",-86.77836,"b'Ellen McIlwaine'",0.0,275.12118,7,0.699,132.428,4,0.281,"b'Spontanous Combustion'",0,0.43888747505017295,0.3251485709173023,0.24274187894946822,0.34,0.0,-6.29,272.933
105,"b'SODLSHA12AAF3B29F2'",432406,"b'From All Sides'","b'AR1RHCO1187B9AF0BF'",37.77916,"b'San Francisco CA'",-122.42005,"b'Vince Guaraldi / Bola Sete'",0.0,294.66077,5,0.238,168.307,4,0.0,"b'Choro'",0,0.5781036297198625,0.4148926124367487,0.3867901771390143,0.864,0.0,-15.761,282.564
106,"b'SOAGHMH12AB0180285'",546663,"b'Maurice Chevalier  The Essential Collection Vol 1'","b'AR1X2H01187B98CCF2'",,"b'Menilmontant France'",,"b'Maurice Chevalier'",0.0,193.20118,0,0.371,140.956,7,0.866,"b'Ma Louise'",0,0.5024531765214763,0.3915853290262099,nan,0.497,0.0,-27.433,190.003
107,"b'SORAVUP12AB018556E'",548374,"b'Dave Pearce Best of the Dance Years 1988 - 1992'","b'ARBQBZV1187B99D29E'",,"b''",,"b'Carl Cox Vs Yousef'",0.0,357.82485,1,0.485,130.016,5,1.0,"b'I Want You (Forever)'",1991,0.5419751082100462,0.38418425849676846,0.5112548351002428,0.131,0.0,-5.701,353.785
108,"b'SOFXNQP12AB0184F1A'",704183,"b'The Equinox'","b'AR9ODB41187FB459B2'",,"b'SPRINGFIELD Virginia'",,"b'Organized Konfusion'",0.0,198.3473,11,0.306,175.769,4,0.7,"b'Hate'",1997,0.6837194679130381,0.4126716309926985,0.46048484498641545,0.201,0.0,-8.709,182.184
109,"b'SOGQTRZ12A8C13C8B0'",307618,"b'Timeless'","b'ARF3GX71187FB3EB66'",,"b'Medicine Lodge KS'",,"b'Martina McBride'",0.0,261.95546,7,0.96,100.194,3,1.0,"b"I Can't Stop Loving You"",2005,0.6148709339199385,0.6282464191914875,0.48828987603734525,0.0,0.0,-13.627,253.452
110,"b'SOBHVZQ12AC9618285'",784530,"b'Feel Good All Over: Anthology 1970-1976'","b'AR3PN3R1187FB4CEBD'",18.01571,"b'Kingston Jamaica'",-76.79731,"b'Horace Andy'",0.0,176.27383,2,0.171,151.911,4,0.231,"b'Thank You Lord'",1985,0.6264363817515622,0.3742711738564048,nan,0.183,0.0,-11.479,166.911
111,"b'SOYPBCY12AB0181EF3'",534470,"b'13th And Pine'","b'ARYWCFZ11E2835CFDD'",,"b''",,"b'Nazz'",0.0,220.89098,9,0.606,119.691,4,0.491,"b'How Can You Call That Beautiful (Stewkey Vocal)'",0,0.49468141699642837,0.3841464443048954,nan,0.0,0.0,-6.302,213.107
112,"b'SOWRLSY12AC4687694'",599659,"b'Call Tyrone'","b'ARUT16P1187FB532A4'",33.39847,"b'Greenville MS'",-91.03786,"b'Tyrone Davis'",0.0,235.91138,10,0.46,161.976,4,0.696,"b"Cheatin' In The Next Room"",0,0.5438663024727286,0.3932151037866921,nan,0.322,0.0,-10.466,219.725
113,"b'SOOGQWR12A8C142505'",372122,"b'Final Vinyl'","b'AREOGMA1187B9908EF'",37.77916,"b'San Francisco CA'",-122.42005,"b'Hot Tuna'",0.0,239.59465,0,0.601,172.398,1,0.0,"b'Candy Man'",1971,0.5672788711826817,0.40517835890761195,nan,0.31,0.0,-9.275,231.3
114,"b'SOJDYQY12AB0188C97'",577023,"b'Fifteen Poems By Dylan Thomas'","b'AR4ABL21187FB3913A'",40.99471,"b'Pennsylvania'",-77.60454,"b'Richard Burton'",0.0,171.49342,2,0.45,109.823,3,0.659,"b'I See The Boys Of Summer'",0,0.4323864772977878,0.28404740990087485,0.0,0.085,0.0,-37.398,165.216
115,"b'SOBHQUF12AB018B03E'",572855,"b'The Early Tapes 1975-1976'","b'AR8YV1I1187FB45D2B'",40.71455,"b'New York NY'",-74.00712,"b'Rory Block'",0.0,266.05669,1,0.936,90.101,1,0.0,"b'Three Is a Crowd'",0,0.5138295872991763,0.34318504527257115,0.0,0.23,0.0,-13.836,256.064
116,"b'SOFRAZJ12A8C143CDB'",523481,"b'Legacy'","b'ARR9XGB1187B9912E6'",,"b'Philadelphia PA'",,"b'Boyz II Men'",0.0,329.27302,8,0.497,116.473,4,1.0,"b'On Bended Knee'",1994,0.7909228479560918,0.6011849417940898,0.34580223396532944,0.45,0.0,-7.103,322.101
117,"b'SONNDHT12A8C13F20B'",219943,"b'Louie Bluie Film Soundtrack'","b'ARBKUS51187B98A3AC'",35.4948,"b'Dayton TN'",-85.01235,"b'Howard Armstrong'",0.0,198.922,9,0.0,126.821,4,0.0,"b'My Four Reasons'",0,0.45466819047325063,0.0,0.3335548072764493,0.228,0.0,-13.495,190.705
118,"b'SOYZOXW12A8C13E195'",266932,"b'Donny Hathaway'","b'ARTB5PP1187FB523B7'",41.88415,"b'Chicago IL'",-87.63241,"b'Donny Hathaway'",0.0,283.21914,2,0.499,111.191,3,0.851,"b'Little Girl (LP Version)'",1971,0.657406765298449,0.4224724232432197,0.6173656175717818,0.258,0.0,-15.144,277.467
119,"b'SOSGJTX12AB0181F7C'",514801,"b'Canciones De Amor De Miguel Gallardo'","b'ARXFQDY1187B9AAF1E'",,"b''",,"b'Miguel Gallardo'",0.0,238.68036,5,0.458,125.508,4,0.462,"b'Eternamente Amame'",0,0.4587120897603369,0.33510142487208283,nan,0.386,0.0,-12.991,230.742
120,"b'SOBQBWP12AB018611B'",421962,"b'Irfan_ le h\xc3\xa9ros'","b'ARVEJ9M1187FB4DC44'",,"b''",,"b'Les Ogres De Barback'",0.0,254.06649,4,0.446,137.888,1,0.0,"b'Niev nietch nievitch'",1999,0.6523678641880865,0.4379647331417924,0.3943948561005826,0.43,0.0,-6.01,249.562
121,"b'SODULLV12AB017FA09'",502384,"b'What up Detroit'","b'ARTHEAP122BCFCD0B2'",,"b''",,"b'DJ X-Change featuring DJ Joey A'",0.0,184.31955,6,0.0,150.012,4,0.0,"b'Come Over'",0,0.34244014433162095,0.28128421554929817,nan,0.798,0.0,-5.58,178.503
122,"b'SOYAGJM12A8C13DCCE'",254792,"b'Peterbilt Angel'","b'ARQESNI1187FB511EE'",38.8991,"b'Washington DC'",-77.029,"b'Morel'",0.0,311.40526,10,0.685,108.367,4,0.36,"b'Blue Taxi'",0,0.49825930987901096,0.3340657898380008,nan,0.0,0.0,-4.313,300.118
123,"b'SORXUZZ12A8AE4798A'",138320,"b'Homemade Ice-Cream'","b'ARCZ20M1187FB49687'",32.77942,"b'Goodwill LA'",-91.56123,"b'Tony Joe White'",0.0,162.53342,2,0.243,173.482,4,0.804,"b'I Want Love (Tween You & Me) (Album Version)'",0,0.6247237675785525,0.4035096733630853,0.3747968370214053,0.524,0.0,-17.285,151.551
124,"b'SOCHXAE12AF72A25D6'",722546,"b'White Feather'","b'ARDF8K01187FB37200'",,"b'Sydney Australia'",,"b'Wolfmother'",0.0,212.37506,4,0.372,110.745,4,1.0,"b'White Feather'",2009,0.7922555897317167,0.5669715662185826,nan,0.868,0.0,-5.931,209.438
125,"b'SOCRHCQ12A58A7C8C6'",46647,"b'Can We Go Home Now'","b'AR11NP91187B9901B4'",,"b'New York City'",,"b'The Roches'",0.0,338.33751,2,0.626,130.027,4,0.509,"b'Christlike Roche'",1995,0.5736054913170406,0.37225120793006455,0.26586104921065007,0.0,0.0,-14.248,328.986
126,"b'SOSEJIQ12AB017E7EB'",547104,"b'In North Carolina'","b'ARBZAIL1187FB5B1C8'",42.31256,"b'Boston MA'",-71.08868,"b'Bob Margolin'",0.0,126.51057,11,0.228,110.168,4,0.92,"b'You Rascal You'",0,0.5559850526989919,0.3268488180257514,0.23379647424179947,0.0,0.0,-12.651,121.702
127,"b'SOMXWXQ12AC3DFA002'",683402,"b'Wintertime'","b'ARWXHRS1241B9C7A1E'",,"b''",,"b'Thomas Battenstein'",0.0,205.58322,9,0.825,97.976,3,1.0,"b'Sympathy'",0,0.42562724003042296,0.0,nan,0.612,0.0,-16.056,182.323
128,"b'SOGMXBW12A6D4FB8D7'",128198,"b'Electropop'","b'ARV1P811187FB3CFC6'",,"b''",,"b'Jupiter Rising'",0.0,193.4624,0,0.373,119.979,4,1.0,"b'They Say (Album)'",2007,0.6626496953373197,0.3631778606591337,0.21508031850922793,2.717,0.0,-5.913,184.274
129,"b'SOOPUTF12AB018DFAA'",818344,"b'DUMB: 4-track cassette recordings (1987)'","b'ARIU0MA1187B98D36F'",,"b''",,"b'Dharma Bums'",0.0,127.4771,6,0.81,156.968,1,0.0,"b"Simon's Folly"",0,0.49192188077083066,0.3458094431841164,nan,2.148,0.0,-5.541,118.195
130,"b'SOFDTRZ12AB018DD11'",762520,"b'The Hit List'","b'ARB4D891187B9954F7'",,"b''",,"b'Saafir'",0.0,234.762,5,0.172,188.886,4,1.0,"b'Crawl Before You Ball (Album Version)'",1999,0.5947799035029359,0.3189020778687955,nan,0.101,0.0,-6.019,227.84
131,"b'SOOGNJP12A8C1381AD'",293668,"b'Underneath'","b'ARQOC971187B9910FA'",42.73383,"b'Lansing MI'",-84.59334,"b'The Verve Pipe'",0.0,292.8322,9,0.295,133.306,4,0.338,"b'Medicate Myself'",2001,0.7033494404116145,0.4983953383497739,0.46630483075728635,3.344,0.0,-4.953,273.589
132,"b'SOFUBCP12A8C13D5EF'",117983,"b'99 Monkeys'","b'AR19SOA1187B98F6E6'",40.71455,"b'New York'",-74.00712,"b'Bob Neuwirth'",0.0,241.10975,4,0.965,152.267,3,1.0,"b'Biding Her Time'",1990,0.4342720374495127,0.30150246185842855,0.48061061838775304,2.659,0.0,-18.114,230.429
133,"b'SOVZBDR12A6702012E'",6949,"b'Nothing Else Matters'","b'ARTDBI61187FB48479'",42.99671,"b'Grand Rapids MI'",-85.59012,"b'Marvin Sapp'",0.0,270.68036,1,0.33,166.275,4,0.845,"b'More And More  (LP Version)'",0,0.7337146964873255,0.4596654567282773,0.2656833797102308,0.334,0.0,-11.061,267.906
134,"b'SOPWKSS12AC468E659'",735425,"b'A Tribute to The American Horse'","b'ARSE6YI1187B9B9CD2'",30.2676,"b'Austin'",-97.74298,"b'James Hunter'",0.0,188.73424,2,0.862,114.971,4,0.0,"b'Cowboy Ways'",0,0.625443262043877,0.4315269192148132,nan,0.0,0.0,-7.04,178.463
135,"b'SOCCQIQ12A8C13C76B'",158078,"b'Mis Momentos'","b'AR6C8EJ1187FB3F473'",,"b' Ub\xc3\xa1 Minas Gerais'",,"b'Nelson Ned'",0.0,211.80036,9,0.519,144.651,4,0.142,"b'Brasas Vivas'",0,0.49866364857789747,0.32188268994567615,nan,0.175,0.0,-15.358,202.443
136,"b'SODBMZD12A8C134232'",199953,"b'Mish Mash_ Le Blues European: Musique Slave Et Klezmer'","b'AROI96Z1187B9A5304'",,"b''",,"b'Mish Mash'",0.0,254.32771,2,0.64,152.005,1,0.605,"b'Kolomeyke'",0,0.505644261572307,0.351210536532264,nan,0.0,0.0,-11.213,249.858
137,"b'SOBUWPY12A8C1446C0'",329135,"b'In this Life'","b'ARIOSKN1257509BCE1'",,"b''",,"b'Cama'",0.0,210.36363,1,0.645,155.074,1,0.0,"b'In This Life'",2009,0.4061874492750627,0.27345372725278577,nan,0.364,0.0,-5.904,201.497
138,"b'SORWXUP12A58A79E65'",276924,"b'Best Of Maxi Priest'","b'ARI0PUX1187FB3F215'",54.31392,"b'Great Britain / UK'",-2.23218,"b'Maxi Priest'",0.0,301.81832,10,0.683,61.971,1,0.397,"b"Groovin' In The Midnight"",1991,0.6610013371011454,0.44689072654931333,0.34580223396532944,2.566,0.0,-8.095,289.332
139,"b'SOJEVZW12A8C133988'",193554,"b'Signify (Special Edition)'","b'ARYO9BU1187B9ADA88'",,"b''",,"b'Porcupine Tree'",0.0,416.80934,6,0.644,124.04,5,0.82,"b'Waiting'",1997,0.8302522617224859,0.5079658021593736,0.8251735403780842,0.0,0.0,-7.982,396.533
140,"b'SOOODKC12AB018462F'",409813,"b'Bravo Alayki Rare recording'","b'ARZ507V1187FB4425E'",,"b''",,"b'Ragheb Alama'",0.0,413.36118,7,0.056,191.196,4,0.0,"b"A'chek Ouyounik (2009 Digital Remaster)"",0,0.5542264666164733,0.4249318351787764,0.0,0.0,0.0,-8.804,408.503
141,"b'SODOLVO12B0B80B2F4'",440990,"b'In Your Honor'","b'AR6XPWV1187B9ADAEB'",,"b'Seattle WA'",,"b'Foo Fighters'",0.0,117.002,7,0.458,152.127,4,0.651,"b'Hell'",2005,0.8392753929272774,0.5507620846559074,nan,0.0,0.0,-5.699,114.712
142,"b'SOEHWGF12A6D4F8B2B'",302176,"b'Essential R&B Hit Selection'","b'AR6PJ8R1187FB5AD70'",,"b'Barranquilla Colombia'",,"b'Shakira Featuring Wyclef Jean'",0.0,217.36444,10,0.805,100.023,4,0.937,"b"Hips Don't Lie (featuring Wyclef Jean)"",0,0.8331785608902065,0.6822631767638205,0.7373853102276186,0.224,0.0,-5.152,212.161
143,"b'SOOZLTC12A6D4FBE91'",124344,"b'20 Suosikkia / Rautalankaklassikot / Kolme kitaraa'","b'AR4CG3B1187FB5B861'",,"b'California - SF'",,"b'The Avengers'",0.0,122.72281,10,0.0,192.688,4,0.671,"b'Juoksuhauta-twist (El\xc3\xa4m\xc3\xa4 juoksuhaudoissa)'",0,0.5749739006961437,0.42251494013072466,nan,4.418,0.0,-9.965,117.034
144,"b'SOOSYMY12AB01888CD'",762519,"b'Talk To Your Daughter'","b'AR7BMMV1187FB5B2D7'",39.15093,"b'Ukiah CA'",-123.2079,"b'Robben Ford'",0.0,203.98975,11,0.236,154.322,4,0.0,"b'I Got Over It (Album Version)'",1988,0.6048204319182022,0.3838774936335668,0.47212111953959446,0.161,0.0,-11.976,182.921
145,"b'SOPBKEB12A6D4FD777'",177029,"b'American Songbook - Bacharach'","b'AREYIHC1187B99CE0B'",,"b''",,"b'Brazilian Tropical Orchestra'",0.0,192.44363,5,0.084,236.006,4,0.761,"b'One Less Bell To Answer'",0,0.37801315213885595,0.3394084863551408,0.0,0.485,0.0,-10.229,178.66
146,"b'SOEWQYW12AB0183FDE'",517150,"b'Nha Vit\xc3\xb3ria'","b'AREEMIN11F4C848971'",52.1082,"b'Netherlands'",5.32986,"b'Gil Semedo'",0.0,285.36118,11,0.321,150.666,5,1.0,"b'Festa'",0,0.4415934415039667,0.3828699558929602,0.39200877147130697,0.0,0.0,-6.284,274.715
147,"b'SOFBQIA12AB0182219'",512234,"b'Gira Me Ver\xc3\xa1s Volver'","b'ARBJSO81187B9BA09B'",,"b''",,"b'Soda Stereo'",0.0,225.12281,11,0.0,175.421,1,0.0,"b'Te Hacen Falta Vitaminas'",1984,0.7111657865776896,0.46682699252718746,nan,0.0,0.0,-3.818,203.593
148,"b'SOHDDHR12AB0183552'",517488,"b'Scarcity'","b'ARBGJLS11F4C83D4B9'",,"b''",,"b'Xmilk'",0.0,123.66322,9,0.138,104.153,4,0.072,"b'Sense And Trick'",0,0.46214060020703507,0.32138373011129995,nan,0.0,0.0,-4.633,119.705
149,"b'SONWQQX12AC3DF6762'",776019,"b'Fire'","b'ARVNDLR1187B99CA1B'",35.30914,"b'Oklahoma'",-98.52102,"b'Dolce; Oscar G.'",0.0,525.16526,11,0.386,127.278,4,0.22,"b'Fire (Oscar G Space Vocal Mix)'",0,0.47157728151262823,0.33708930033210055,nan,0.148,0.0,-5.602,513.724
150,"b'SOGXFIF12A58A78CC4'",696947,"b'Hanging On (Premiere Performance Plus Track)'","b'AR5LZJD1187FB4C5E5'",35.66693,"b' NC'",-80.46935,"b'Britt Nicole'",0.0,204.06812,6,0.606,160.165,4,1.0,"b'Hanging On (Medium Key Performance Track Without Background Vocals)'",0,0.669500125220809,0.544446276903691,0.2364201822307364,0.415,0.0,-5.157,193.562
151,"b'SOIPNSZ12A8C144128'",477268,"b'Grim Prospects Remixes - Prospects Are Getting Grimmer'","b'AR3WMW01187B9921F7'",,"b''",,"b'Schizoid'",0.0,166.00771,5,0.441,86.091,3,1.0,"b'Grim Prospects (Version 2 Remix)'",0,0.49555965151406806,0.34919221761645924,nan,0.0,0.0,-1.925,162.366
152,"b'SOEXSIN12A8C133B0A'",281713,"b'Snowflakes'","b'ARAEX7Y1187FB42D36'",,"b'Severn MD'",,"b'Toni Braxton Featuring Shaggy'",0.0,219.01016,0,0.782,149.94,4,0.128,"b'Christmas In Jamaica'",2001,0.7379725284001423,0.555968803751809,nan,0.235,0.0,-5.21,203.233
153,"b'SOTSMNJ12AB018365E'",492999,"b'The Out Sound From Way In!'","b'ARK2G5U1187FB46B34'",,"b''",,"b'Perrey And Kingsley'",0.0,127.9473,0,0.655,135.78,4,0.087,"b'Gossippo Perpetuo'",2001,0.5306057979398598,0.35032760522744555,0.4444017145228514,0.165,0.0,-12.717,123.222
154,"b'SOLGRUN12A8C140543'",120640,"b'El Fuego De Dentro'","b'ARTB56G11C8A41569D'",,"b''",,"b'Sven Tasnadi'",0.0,570.90567,7,0.792,122.967,4,1.0,"b'2190 Dias Contigo'",0,0.48004781937147645,0.30660364129709755,nan,0.15,0.0,-12.28,538.372
155,"b'SOQCHGV12AC4688FC6'",789426,"b'No Control'","b'AR0GGKI1187FB391D5'",,"b''",,"b'Eddie'",0.0,230.00771,9,0.858,142.024,4,0.966,"b'No Control'",0,0.6226841673398639,0.36223874670184913,nan,0.0,0.0,-9.748,226.708
156,"b'SOXCWTT12AC9075756'",785362,"b'Pentagrammaton'","b'ARZEWUR1187FB53DC8'",50.45663,"b'Belgica -- Namur Namur/Ghent East Flanders'",4.87137,"b'Enthroned'",0.0,240.74404,2,0.735,135.535,7,0.583,"b'The Vitalized Shell'",2010,0.5934160487797832,0.39570954770762196,0.5430528641992896,0.0,0.0,-4.878,240.744
157,"b'SOAFIPD12A8C13A261'",298921,"b'Pianissimo'","b'AR89DTT1187B9A7ED5'",37.77916,"b'California - SF'",-122.42005,"b'Suzanne Ciani'",0.0,192.20853,2,0.523,139.189,3,0.418,"b'Mozart'",1989,0.6319466659983671,0.3807045358244573,0.6085000789194116,0.357,0.0,-23.988,183.229
158,"b'SOMJPML12A8C13D74E'",162273,"b'Milan Milan'","b'ARTHKKA122BCFCBF58'",,"b''",,"b'Milan Band'",0.0,152.0322,8,0.656,128.598,5,0.197,"b'Ciao Milan'",0,0.20107755968165753,0.0,nan,0.479,0.0,-9.414,143.871
159,"b'SOCVDYI12AC4687DDB'",605167,"b'Auralux Reggae Showcase'","b'ARJDMBO1187B9AD118'",,"b''",,"b'Johnny Osbourne'",0.0,215.30077,3,0.445,163.445,4,0.015,"b'Lend Me Your Chopper'",2004,0.6187657854861481,0.40913486879748406,0.0,0.588,0.0,-9.741,208.376
160,"b'SOEVGMZ12A8C1421B5'",474726,"b'Heaven'","b'ARYJSY01187B9B7C65'",,"b'Locust Ridge TN'",,"b'Dolly Parton'",0.0,155.21914,7,0.0,114.027,3,1.0,"b'Letter To Heaven'",1971,0.7073356812574015,0.6038764869181625,nan,0.0,0.0,-11.965,147.673
161,"b'SOCGURJ12AB0182AEE'",364642,"b'Up Above My Head'","b'AR77FBJ1187FB49D8D'",42.33168,"b'Detroit MI'",-83.04792,"b'Rance Allen Group'",0.0,207.12444,7,0.662,111.316,1,0.0,"b'Heaven is Where The Heart Is'",0,0.48800888180325214,0.3140117898326241,nan,0.352,0.0,-12.779,192.447
162,"b'SOHTWLT12A8C13CFE1'",307651,"b'Pearl Jam'","b'ARFVYJI1187B9B8E13'",47.60356,"b'Seattle WA'",-122.32944,"b'Pearl Jam'",0.0,428.56444,4,0.743,105.994,3,1.0,"b'Inside Job'",2006,0.8144481104168003,0.6079718095629023,0.6593046691644056,4.267,0.0,-8.403,414.697
163,"b'SOVQZYP12A8C144692'",614890,"b'Take A Look'","b'ARBM4TC1187FB5CE98'",,"b'Los Angeles CA'",,"b'Natalie Cole'",0.0,185.7824,8,0.015,88.489,1,0.249,"b'Take A Look  (LP Version)'",0,0.6904475497729028,0.5077816674051294,nan,3.059,0.0,-13.251,174.556
